,price,width,height,ram_capacity,non_volatile_memory_capacity,display_diagonal,display_area_utilization,pixel_density,number_of_effective_pixels,depth,number_of_display_scales,zoom,nominal_battery_capacity,secondary_camera_number_of_pixels,mass,cpu_clock,horizontal_full_bezel_width,video_recording_x_res,video_recording_y_res,aux_camera_number_of_pixels,max_charging_power,sec_video_recording_x_res,sec_video_recording_y_res
0,199.0,76.4,165.1,3.0,32.0,167.2,82.8,401,49.9,8.8,16.8,1.0,5000.0,8.0,195.0,2000.0,7.98,1920.0,1080.0,5.0,15.0,1920.0,1080.0
1,199.0,76.4,165.1,3.0,32.0,167.2,82.8,401,49.9,8.8,16.8,1.0,5000.0,8.0,195.0,2000.0,7.98,1920.0,1080.0,5.0,15.0,1920.0,1080.0
2,199.0,76.4,165.1,3.0,32.0,167.2,82.8,401,49.9,8.8,16.8,1.0,5000.0,8.0,195.0,2000.0,7.98,1920.0,1080.0,5.0,15.0,1920.0,1080.0
3,2699.0,71.7,158.75,12.0,512.0,166.4,91.0,402,50.1,7.56,16.8,1.0,4500.0,32.0,173.5,3100.0,3.42,3840.0,2160.0,8.0,67.0,3840.0,2160.0
4,2999.0,71.7,158.75,16.0,512.0,166.4,91.0,402,50.1,7.56,16.8,1.0,4500.0,32.0,173.5,3100.0,3.42,3840.0,2160.0,8.0,67.0,3840.0,2160.0
5,2499.0,71.7,158.75,12.0,256.0,166.4,91.0,402,50.1,7.56,16.8,1.0,4500.0,32.0,173.5,3100.0,3.42,3840.0,2160.0,8.0,67.0,3840.0,2160.0
6,10888.0,72.6,160.3,16.0,512.0,163.83,82.6,431,53.9,12.9,1073.7,3.0,5000.0,15.9,267.0,2995.0,8.92,3840.0,2160.0,50.1,66.0,2520.0,1080.0
7,1599.0,72.6,160.3,12.0,512.0,163.83,82.6,431,53.9,12.9,1073.7,3.0,5000.0,15.9,267.0,2995.0,8.92,3840.0,2160.0,50.1,66.0,2520.0,1080.0
8,7499.0,72.6,160.3,8.0,256.0,163.83,82.6,431,53.9,12.9,1073.7,3.0,5000.0,15.9,267.0,2995.0,8.92,3840.0,2160.0,50.1,66.0,2520.0,1080.0
9,7999.0,72.6,160.3,12.0,256.0,163.83,82.6,431,53.9,12.9,1073.7,3.0,5000.0,15.9,267.0,2995.0,8.92,3840.0,2160.0,50.1,66.0,2520.0,1080.0
10,8999.0,72.6,160.3,12.0,512.0,163.83,82.6,431,53.9,12.9,1073.7,3.0,5000.0,15.9,267.0,2995.0,8.92,3840.0,2160.0,50.1,66.0,2520.0,1080.0
11,34800.0,74.66,162.7,8.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,30.0,1920.0,1080.0
12,1099.0,74.66,162.7,8.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,18.0,1920.0,1080.0
13,899.0,74.66,162.7,4.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,18.0,1920.0,1080.0
14,4999.0,74.66,162.7,6.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,18.0,1920.0,1080.0
15,1899.0,74.66,162.7,4.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,18.0,1920.0,1080.0
16,249.0,74.66,162.7,4.0,128.0,165.0,83.9,270,50.1,8.19,16.8,1.0,5000.0,8.0,183.0,2200.0,6.95,1920.0,1080.0,1.9,10.0,1920.0,1080.0
17,1599.0,76.85,167.48,8.0,256.0,171.2,85.2,260,50.3,8.27,16.8,1.0,6000.0,5.0,196.0,2200.0,6.6,1920.0,1080.0,1.9,22.5,1920.0,1080.0
18,1399.0,76.85,167.48,8.0,128.0,171.2,85.2,260,50.3,8.27,16.8,1.0,6000.0,5.0,196.0,2200.0,6.6,1920.0,1080.0,1.9,22.5,1920.0,1080.0
19,1199.0,76.85,167.48,6.0,128.0,171.2,85.2,260,50.3,8.27,16.8,1.0,6000.0,5.0,196.0,2200.0,6.6,1920.0,1080.0,1.9,22.5,1920.0,1080.0
20,199.0,76.4,165.1,3.0,32.0,167.2,82.8,401,49.9,8.8,16.8,1.0,5000.0,8.0,195.0,2000.0,7.98,1920.0,1080.0,5.0,15.0,1920.0,1080.0
21,6499.0,75.96,165.66,4.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
22,18999.0,75.96,165.66,6.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
23,229.99,75.96,165.66,4.0,64.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
24,799.0,75.96,165.66,8.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
25,699.0,75.96,165.66,6.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
26,249.0,75.96,165.66,4.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
27,14999.0,75.96,165.66,6.0,64.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,186.0,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
28,16999.0,75.96,165.66,6.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,186.0,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
29,249.99,75.96,165.66,4.0,128.0,169.4,85.3,395,50.1,7.85,16.8,1.0,5000.0,13.0,183.5,2800.0,6.44,1920.0,1080.0,8.0,33.0,1920.0,1080.0
30,1799.0,78.28,168.6,8.0,256.0,172.5,83.0,396,50.1,8.17,16.8,1.0,5000.0,4.9,199.0,2200.0,8.94,1920.0,1080.0,1.9,18.0,1280.0,720.0
31,1599.0,78.28,168.6,8.0,128.0,172.5,83.0,396,50.1,8.17,16.8,1.0,5000.0,4.9,199.0,2200.0,8.94,1920.0,1080.0,1.9,18.0,1280.0,720.0
32,1099.0,78.28,168.6,4.0,128.0,172.5,83.0,396,50.1,8.17,16.8,1.0,5000.0,4.9,199.0,2200.0,8.94,1920.0,1080.0,1.9,18.0,1280.0,720.0
33,1199.0,78.28,168.6,6.0,128.0,172.5,83.0,396,50.1,8.17,16.8,1.0,5000.0,4.9,199.0,2200.0,8.94,1920.0,1080.0,1.9,18.0,1280.0,720.0
34,7999.0,72.6,132.2,12.0,256.0,140.7,83.4,430,50.1,14.6,16.8,2.0,4520.0,32.0,237.0,3190.0,8.73,3840.0,2160.0,48.0,67.0,1920.0,1080.0
35,8999.0,72.6,132.2,16.0,512.0,140.7,83.4,430,50.1,14.6,16.8,2.0,4520.0,32.0,237.0,3190.0,8.73,3840.0,2160.0,48.0,67.0,1920.0,1080.0
36,499.0,75.44,162.78,12.0,512.0,169.4,87.4,526,64.2,8.59,16.8,1.0,5160.0,15.9,204.0,3190.0,5.92,7680.0,4320.0,8.0,67.0,1920.0,1080.0
37,439.0,75.44,162.78,8.0,256.0,169.4,87.4,526,64.2,8.59,16.8,1.0,5160.0,15.9,204.0,3190.0,5.92,7680.0,4320.0,8.0,67.0,1920.0,1080.0
38,459.0,75.44,162.78,12.0,256.0,169.4,87.4,526,64.2,8.59,16.8,1.0,5160.0,15.9,204.0,3190.0,5.92,7680.0,4320.0,8.0,67.0,1920.0,1080.0
39,379.0,74.95,161.11,8.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
40,2399.0,74.95,161.11,12.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
41,399.0,74.95,161.11,12.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
42,34999.0,74.95,161.11,8.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
43,39999.0,74.95,161.11,12.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
44,1899.0,74.95,161.11,8.0,128.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
45,1999.0,74.95,161.11,8.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
46,2599.0,74.95,161.11,16.0,1000.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
47,2299.0,74.95,161.11,12.0,512.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
48,2099.0,74.95,161.11,12.0,256.0,169.42,89.0,395,63.7,7.9,16.8,1.0,5000.0,15.9,181.0,2910.0,5.43,3840.0,2160.0,8.0,67.0,1920.0,1080.0
49,24999.0,75.2,166.2,8.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
50,31999.0,75.2,166.2,8.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
51,15999.0,75.2,166.2,8.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
52,6999.0,75.2,166.2,16.0,512.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
53,6399.0,75.2,166.2,12.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
54,5999.0,75.2,166.2,8.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
55,1099.0,75.2,166.2,8.0,256.0,172.7,86.4,403,50.1,7.45,1073.7,1.0,4300.0,32.0,191.0,3200.0,7.17,3840.0,2160.0,8.0,44.0,1920.0,1080.0
56,3499.0,74.3,163.4,16.0,512.0,171.2,90.0,451,50.1,8.7,1073.7,1.0,5000.0,15.9,204.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
57,3699.0,74.3,163.4,18.0,512.0,171.2,90.0,451,50.1,8.96,1073.7,1.0,5000.0,15.9,202.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
58,3099.0,74.3,163.4,16.0,256.0,171.2,90.0,451,50.1,8.7,1073.7,1.0,5000.0,15.9,204.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
59,39999.0,74.3,163.4,8.0,128.0,171.2,90.0,451,50.1,8.7,1073.7,1.0,5000.0,15.9,204.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
60,2799.0,74.3,163.4,12.0,256.0,171.2,90.0,451,50.1,8.7,1073.7,1.0,5000.0,15.9,204.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
61,44999.0,74.3,163.4,16.0,256.0,171.2,90.0,451,50.1,8.7,1073.7,1.0,5000.0,15.9,204.0,3190.0,4.39,3840.0,2160.0,8.0,100.0,1920.0,1080.0
62,1699.0,76.03,162.91,6.0,128.0,169.4,86.7,395,108.0,7.99,1073.7,1.0,5000.0,15.9,181.0,2400.0,6.51,3840.0,2160.0,8.0,67.0,1920.0,1080.0
63,1999.0,76.03,162.91,12.0,256.0,169.4,86.7,395,108.0,7.99,1073.7,1.0,5000.0,15.9,181.0,2400.0,6.51,3840.0,2160.0,8.0,67.0,1920.0,1080.0
64,1799.0,76.03,162.91,8.0,256.0,169.4,86.7,395,108.0,7.99,1073.7,1.0,5000.0,15.9,181.0,2400.0,6.51,3840.0,2160.0,8.0,67.0,1920.0,1080.0
65,31999.0,76.0,162.9,8.0,256.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
66,29999.0,76.0,162.9,8.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
67,27999.0,76.0,162.9,6.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
68,1699.0,76.0,162.9,6.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
69,2199.0,76.0,162.9,12.0,256.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
70,1999.0,76.0,162.9,8.0,256.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
71,1799.0,76.0,162.9,8.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
72,12999.0,76.0,162.9,8.0,256.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
73,449.99,76.0,162.9,8.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
74,339.0,76.0,162.9,6.0,128.0,169.41,86.8,395,50.1,7.9,1073.7,1.0,5000.0,15.9,187.0,2600.0,6.48,3840.0,2160.0,8.0,67.0,1920.0,1080.0
75,33999.0,76.0,162.9,8.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,208.4,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
76,36999.0,76.0,162.9,12.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,208.4,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
77,2399.0,76.0,162.9,8.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,4600.0,15.9,207.5,2600.0,6.48,3840.0,2160.0,8.0,210.0,1920.0,1080.0
78,2599.0,76.0,162.9,8.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,208.4,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
79,2199.0,76.0,162.9,8.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,208.4,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
80,2399.0,76.0,162.9,12.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,208.4,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
81,499.0,76.0,162.9,8.0,256.0,169.41,86.8,395,199.8,8.98,1073.7,1.0,5000.0,15.9,210.5,2600.0,6.48,3840.0,2160.0,8.0,120.0,1920.0,1080.0
82,4899.0,74.1,163.1,16.0,512.0,170.2,89.4,526,50.1,8.56,1073.7,2.0,5000.0,15.9,203.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
83,4899.0,74.1,163.1,16.0,512.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
84,4399.0,74.1,163.1,16.0,256.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
85,3999.0,74.1,163.1,12.0,256.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
86,919.0,74.1,163.1,16.0,256.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
87,799.0,74.1,163.1,16.0,256.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,80.0,1920.0,1080.0
88,61999.0,74.1,163.1,16.0,256.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
89,56999.0,74.1,163.1,8.0,128.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
90,699.0,74.1,163.1,8.0,128.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,80.0,1920.0,1080.0
91,729.0,74.1,163.1,8.0,128.0,170.2,89.4,526,50.1,8.53,1073.7,2.0,5000.0,15.9,205.0,3187.0,4.55,7680.0,4320.0,48.0,100.0,1920.0,1080.0
92,549.0,75.93,165.99,6.0,128.0,167.1,82.9,400,50.1,8.61,16.8,1.0,4500.0,8.0,190.0,2200.0,7.36,1920.0,1080.0,4.9,20.0,1920.0,1080.0
93,269.99,75.93,165.99,4.0,128.0,167.1,82.9,400,50.1,8.61,16.8,1.0,4500.0,8.0,190.0,2200.0,7.36,1920.0,1080.0,4.9,20.0,1920.0,1080.0
94,249.99,75.93,165.99,4.0,64.0,167.1,82.9,400,50.1,8.61,16.8,1.0,4500.0,8.0,190.0,2200.0,7.36,1920.0,1080.0,4.9,20.0,1920.0,1080.0
95,289.99,73.2,159.9,6.0,128.0,163.3,85.3,409,63.7,7.5,16.8,1.0,4500.0,15.9,180.0,2200.0,6.19,1920.0,1080.0,1.9,33.0,1920.0,1080.0
96,283.0,73.2,159.9,6.0,128.0,163.3,85.3,409,63.7,7.5,16.8,1.0,4500.0,15.9,173.0,2200.0,6.19,1920.0,1080.0,1.9,33.0,1920.0,1080.0
97,3999.0,74.44,164.1,8.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,203.5,3350.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
98,4299.0,74.44,164.1,12.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,203.5,3350.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
99,4699.0,74.44,164.1,12.0,512.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,203.5,3350.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
100,61999.0,74.44,164.1,8.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
101,64999.0,74.44,164.1,12.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
102,3699.0,74.44,164.1,8.0,128.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
103,3999.0,74.44,164.1,8.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
104,4999.0,74.44,164.1,12.0,512.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
105,4499.0,74.44,164.1,12.0,256.0,172.2,90.8,453,50.1,8.48,1073.7,2.0,4810.0,32.0,202.0,3050.0,3.78,3840.0,2160.0,12.0,120.0,1920.0,1080.0
106,91999.0,74.53,164.07,12.0,256.0,172.2,90.7,453,50.1,9.34,1073.7,2.0,4870.0,32.0,214.85,3050.0,3.87,7680.0,4320.0,12.0,120.0,3840.0,2160.0
107,5999.0,74.53,164.07,12.0,512.0,172.2,90.7,453,50.1,9.34,1073.7,2.0,4870.0,32.0,214.85,3050.0,3.87,7680.0,4320.0,12.0,120.0,3840.0,2160.0
108,4999.0,74.53,164.07,8.0,256.0,172.2,90.7,453,50.1,9.34,1073.7,2.0,4870.0,32.0,214.85,3050.0,3.87,7680.0,4320.0,12.0,120.0,3840.0,2160.0
109,5499.0,74.53,164.07,12.0,256.0,172.2,90.7,453,50.1,9.34,1073.7,2.0,4870.0,32.0,214.85,3050.0,3.87,7680.0,4320.0,12.0,120.0,3840.0,2160.0
110,6499.0,75.29,164.35,12.0,256.0,172.2,89.7,518,50.1,9.7,1073.7,4.0,4700.0,32.0,221.0,3187.0,4.63,7680.0,4320.0,48.0,80.0,3840.0,2160.0
111,6999.0,75.29,164.35,12.0,512.0,172.2,89.7,518,50.1,9.7,1073.7,4.0,4700.0,32.0,221.0,3187.0,4.63,7680.0,4320.0,48.0,80.0,3840.0,2160.0
112,2499.0,74.2,162.3,8.0,256.0,170.2,89.7,394,63.7,7.19,1073.7,1.0,4500.0,32.0,174.0,2400.0,4.65,3840.0,2160.0,1.9,67.0,1920.0,1080.0
113,2999.0,74.2,162.3,12.0,512.0,170.2,89.7,394,63.7,7.19,1073.7,1.0,4500.0,32.0,174.0,2400.0,4.65,3840.0,2160.0,1.9,67.0,1920.0,1080.0
114,2699.0,74.2,162.3,12.0,256.0,170.2,89.7,394,63.7,7.19,1073.7,1.0,4500.0,32.0,174.0,2400.0,4.65,3840.0,2160.0,1.9,67.0,1920.0,1080.0
115,3799.0,74.2,162.3,16.0,512.0,170.2,89.7,394,50.3,7.19,1073.7,1.0,4500.0,32.0,174.0,2849.0,4.65,3840.0,2160.0,8.0,67.0,1920.0,1080.0
116,3499.0,74.2,162.3,16.0,256.0,170.2,89.7,394,50.3,7.19,1073.7,1.0,4500.0,32.0,174.0,2849.0,4.65,3840.0,2160.0,8.0,67.0,1920.0,1080.0
117,3999.0,73.6,161.5,12.0,256.0,170.0,90.7,395,50.1,7.99,1073.7,1.0,4700.0,32.0,192.0,3190.0,4.13,3840.0,2160.0,8.0,80.0,1920.0,1080.0
118,4399.0,73.6,161.5,16.0,512.0,170.0,90.7,395,50.1,7.99,1073.7,1.0,4700.0,32.0,192.0,3190.0,4.13,3840.0,2160.0,8.0,80.0,1920.0,1080.0
119,1399.99,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
120,194700.0,71.0,165.0,16.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
121,198000.0,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
122,210240.0,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
123,218680.0,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
124,41990.0,71.0,165.0,12.0,512.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
125,38990.0,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
126,1299.0,71.0,165.0,12.0,256.0,165.3,84.4,642,12.2,8.3,16.8,5.2,5000.0,12.2,187.0,3187.0,5.94,3840.0,2160.0,51.9,30.0,3840.0,2160.0
127,2799.0,76.9,164.81,16.0,256.0,172.2,87.6,388,63.7,8.58,16.8,1.0,4880.0,15.9,193.0,3100.0,6.24,3840.0,2160.0,1.9,120.0,1920.0,1080.0
128,2099.0,76.9,164.81,8.0,128.0,172.2,87.6,388,63.7,8.58,16.8,1.0,4880.0,15.9,193.0,3100.0,6.24,3840.0,2160.0,1.9,120.0,1920.0,1080.0
129,2299.0,76.9,164.81,8.0,256.0,172.2,87.6,388,63.7,8.58,16.8,1.0,4880.0,15.9,193.0,3100.0,6.24,3840.0,2160.0,1.9,120.0,1920.0,1080.0
130,2899.0,76.9,164.81,12.0,512.0,172.2,87.6,388,63.7,8.58,16.8,1.0,4880.0,15.9,193.0,3100.0,6.24,3840.0,2160.0,1.9,120.0,1920.0,1080.0
131,2499.0,76.9,164.81,12.0,256.0,172.2,87.6,388,63.7,8.58,16.8,1.0,4880.0,15.9,193.0,3100.0,6.24,3840.0,2160.0,1.9,120.0,1920.0,1080.0
132,2699.0,76.9,164.81,8.0,128.0,172.2,87.6,388,50.1,8.9,16.8,1.0,4880.0,15.9,202.0,3200.0,6.24,3840.0,2160.0,8.0,120.0,1920.0,1080.0
133,2999.0,76.9,164.81,8.0,256.0,172.2,87.6,388,50.1,8.9,16.8,1.0,4880.0,15.9,202.0,3200.0,6.24,3840.0,2160.0,8.0,120.0,1920.0,1080.0
134,3599.0,76.9,164.81,12.0,512.0,172.2,87.6,388,50.1,8.9,16.8,1.0,4880.0,15.9,202.0,3200.0,6.24,3840.0,2160.0,8.0,120.0,1920.0,1080.0
135,3299.0,76.9,164.81,12.0,256.0,172.2,87.6,388,50.1,8.9,16.8,1.0,4880.0,15.9,202.0,3200.0,6.24,3840.0,2160.0,8.0,120.0,1920.0,1080.0
136,228.0,75.1,163.8,4.0,64.0,166.6,84.0,269,48.0,7.99,16.8,1.0,5000.0,15.9,190.0,2400.0,7.16,1920.0,1080.0,1.9,33.0,1920.0,1080.0
137,1499.0,73.9,161.6,6.0,128.0,169.42,89.9,395,50.3,7.9,1073.7,1.0,5100.0,8.0,172.0,2200.0,4.38,1920.0,1080.0,1.9,40.0,1920.0,1080.0
138,2299.0,73.9,161.6,12.0,256.0,169.42,89.9,395,50.3,7.9,1073.7,1.0,5100.0,8.0,172.0,2200.0,4.38,1920.0,1080.0,1.9,40.0,1920.0,1080.0
